City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
334,Kitgum,UG,3.2783,32.8867,75.87,60,85,1.9,overcast clouds
335,Chernyshevskiy,RU,63.0128,112.4714,42.12,83,96,9.22,light rain
336,Bambous Virieux,MU,-20.3428,57.7575,73.22,81,19,9.86,few clouds
337,Naze,JP,28.3667,129.4833,68.52,92,100,5.91,moderate rain
338,Atar,MR,20.5169,-13.0499,108.05,11,4,19.3,clear sky
339,Fukue,JP,32.6881,128.8419,68.97,81,100,6.11,overcast clouds
340,Vitim,RU,59.4511,112.5578,47.79,90,100,9.91,overcast clouds
341,Kharovsk,RU,59.9642,40.1912,73.49,51,16,3.09,few clouds
342,Saint Anthony,US,45.0205,-93.218,86.02,48,1,4.0,clear sky
343,Pasighat,IN,28.0667,95.3333,74.48,93,90,2.24,overcast clouds
344,Copiapo,CL,-27.3667,-70.3333,56.89,44,25,5.95,scattered clouds
345,Poniatowa,PL,51.1798,22.1309,76.91,57,52,7.29,broken clouds
346,Severo-Kurilsk,RU,50.6789,156.125,40.44,96,91,12.26,overcast clouds
347,Williston,US,48.147,-103.618,68.04,40,86,8.01,overcast clouds
348,Safranbolu,TR,41.2508,32.6942,63.54,58,5,4.12,clear sky
349,Kalemie,CD,-5.9475,29.1947,73.56,75,24,9.69,few clouds
350,Luganville,VU,-15.5333,167.1667,75.63,83,78,3.71,broken clouds
351,Caramay,PH,10.1815,119.236,79.75,83,100,2.33,overcast clouds
352,Batticaloa,LK,7.7102,81.6924,84.06,69,98,4.5,overcast clouds
353,El Castillo,MX,19.5333,-96.85,78.76,52,67,5.01,broken clouds
354,Rockhampton,AU,-23.3833,150.5,48.09,81,17,0.0,few clouds
355,Barra Do Garcas,BR,-15.89,-52.2567,87.21,34,98,4.5,overcast clouds
356,Quelimane,MZ,-17.8786,36.8883,67.39,75,77,6.91,broken clouds
357,Ancud,CL,-41.8697,-73.8203,50.23,77,100,9.37,overcast clouds
358,Verkh-Usugli,RU,52.7,115.1667,57.27,56,72,3.22,broken clouds
359,San Cristobal,VE,7.7669,-72.225,71.78,95,100,3.6,overcast clouds
360,Bubaque,GW,11.2833,-15.8333,80.1,82,8,10.98,clear sky
361,Yelizovo,RU,53.1873,158.3805,42.94,100,90,2.24,light rain
362,Broken Hill,AU,-31.95,141.4333,52.23,59,21,11.18,few clouds
363,Trincomalee,LK,8.5711,81.2335,82.65,75,78,14.54,broken clouds
364,Lavrentiya,RU,65.5833,-171.0,32.27,85,95,8.75,overcast clouds
365,Christchurch,NZ,-43.5333,172.6333,48.99,97,75,1.99,broken clouds
366,Laguna,US,38.421,-121.4238,81.25,57,1,4.0,clear sky
367,Beira,MZ,-19.8436,34.8389,73.49,68,40,13.8,light rain
368,Moyale,KE,3.5167,39.0584,75.04,48,71,8.39,broken clouds
369,Palmer,US,42.1584,-72.3287,91.31,43,20,1.99,few clouds
370,Karaton,ID,-6.3424,106.1045,79.95,95,51,4.34,moderate rain
371,Creston,US,41.0586,-94.3614,79.54,88,75,14.97,broken clouds
372,Uvinza,TZ,-5.1036,30.3911,74.19,56,96,4.43,overcast clouds
373,Pacific Grove,US,36.6177,-121.9166,60.46,83,90,3.0,overcast clouds
374,Ceratu,RO,44.0667,23.6667,77.58,53,82,2.53,broken clouds
375,Flinders,AU,-34.5833,150.8552,54.05,82,4,1.01,clear sky
376,Oranjemund,NA,-28.55,16.4333,70.03,34,0,6.22,clear sky
377,Khani,GE,41.9563,42.9566,53.17,99,100,3.65,overcast clouds
378,Matam,SN,15.6175,-13.3303,112.84,9,4,6.06,clear sky
379,Sumenep,ID,-7.0167,113.8667,80.01,81,20,5.66,few clouds
380,Mareeba,AU,-17.0,145.4333,65.12,93,58,2.77,broken clouds
381,Boone,US,39.0334,-92.3335,79.83,50,89,1.01,overcast clouds
382,Ylivieska,FI,64.0833,24.55,68.27,59,72,8.01,broken clouds
383,Mao,ES,39.8885,4.2658,75.76,46,0,14.97,clear sky
384,Jam Sahib,PK,26.2958,68.6292,95.02,42,0,19.77,clear sky
385,Nhulunbuy,AU,-12.2333,136.7667,77.61,78,40,9.22,scattered clouds
386,Wageningen,NL,51.9667,5.6667,72.05,50,40,10.56,scattered clouds
387,Baherden,TM,38.4362,57.4316,88.36,31,1,11.48,clear sky
388,Raudeberg,NO,61.9875,5.1352,60.4,85,46,5.19,scattered clouds
389,Ekibastuz,KZ,51.6667,75.3667,66.54,32,2,4.07,clear sky
390,Panacan,PH,9.2463,118.4082,81.41,81,100,1.25,overcast clouds
391,Marsabit,KE,2.3284,37.9899,73.15,41,73,18.9,broken clouds
392,Luocheng,CN,29.3848,104.0286,73.83,67,97,3.15,overcast clouds
393,Vyazemskiy,RU,47.5378,134.7525,51.4,91,20,5.75,few clouds
394,Kaniama,CD,-7.5667,24.1833,78.82,45,67,4.23,broken clouds
395,Pemangkat,ID,1.1667,108.9667,78.51,84,100,5.48,overcast clouds
396,Banswada,IN,18.3833,77.8833,83.3,64,86,9.42,overcast clouds
397,Karwar,IN,14.8,74.1333,80.64,78,64,2.77,broken clouds
398,Niagara Falls,CA,43.1001,-79.0663,85.08,58,1,14.97,clear sky
399,Okato,NZ,-39.2,173.8833,54.43,89,100,11.77,light rain
400,Paraiso,CR,9.8383,-83.8656,77.86,56,47,4.03,scattered clouds
401,Prince Rupert,CA,54.3161,-130.3201,48.29,93,90,5.75,light rain
402,Kirakira,SB,-10.4544,161.9205,79.36,85,42,8.34,scattered clouds
403,Krasnogorsk,RU,55.8225,37.3181,66.45,72,0,5.44,clear sky
404,Hirara,JP,24.8,125.2833,78.1,84,100,13.2,moderate rain
405,Meulaboh,ID,4.1363,96.1285,77.31,84,100,3.44,light rain
406,Lampang,TH,18.3333,99.5,78.33,90,100,2.75,overcast clouds
407,Yingkou,CN,40.6648,122.2283,66.7,59,29,5.93,scattered clouds
408,Rio Gallegos,AR,-51.6226,-69.2181,42.85,61,75,9.22,broken clouds
409,Fort Morgan,US,40.2503,-103.8,83.8,46,1,4.61,clear sky
410,Boda,CF,4.3189,17.4695,74.23,80,89,4.7,overcast clouds
411,Athabasca,CA,54.7169,-113.2854,55.54,51,99,16.08,overcast clouds
412,Richards Bay,ZA,-28.783,32.0377,62.11,72,0,8.43,clear sky
413,Miranda De Ebro,ES,42.6865,-2.947,76.53,47,0,10.78,clear sky
414,Grindavik,IS,63.8424,-22.4338,50.47,81,90,15.41,light rain
415,Panalingaan,PH,8.7842,117.4231,82.0,80,100,4.27,overcast clouds
416,Hofn,IS,64.2539,-15.2082,51.82,87,40,13.8,mist
417,Puerto Del Rosario,ES,28.5004,-13.8627,74.88,64,20,18.41,few clouds
418,Nkhata Bay,MW,-11.6066,34.2907,67.96,74,44,7.27,scattered clouds
419,Sao Joao Da Barra,BR,-21.6403,-41.0511,76.91,72,5,12.97,clear sky
420,Werda,BW,-25.2667,23.2833,57.49,32,0,8.97,clear sky
421,Yar-Sale,RU,66.8333,70.8333,41.56,54,78,14.38,broken clouds
422,Skibbereen,IE,51.55,-9.2667,60.6,69,63,7.36,broken clouds
423,Coos Bay,US,43.3665,-124.2179,53.85,84,75,0.0,broken clouds
424,Antofagasta,CL,-23.65,-70.4,70.21,53,1,7.99,clear sky
425,Berdigestyakh,RU,62.0989,126.6992,52.93,49,100,6.62,overcast clouds
426,Mizan Teferi,ET,6.9833,35.5833,62.55,97,62,2.57,moderate rain
427,Sibut,CF,5.718,19.0739,78.01,77,69,6.24,light rain
428,Puerto Escondido,MX,15.85,-97.0667,88.63,62,20,0.0,few clouds
429,Ambulu,ID,-8.345,113.6058,76.33,91,80,1.01,broken clouds
430,Abu Samrah,SY,35.3029,37.1841,80.17,22,0,14.56,clear sky
431,Olonets,RU,60.9847,32.9698,72.12,57,89,4.36,overcast clouds
432,Nchelenge,ZM,-9.3451,28.734,71.73,63,100,3.27,overcast clouds
433,Naryan-Mar,RU,67.6713,53.087,39.61,62,100,14.61,overcast clouds
434,Banda Aceh,ID,5.5577,95.3222,80.42,77,98,14.52,overcast clouds
435,Dicabisagan,PH,17.0818,122.4157,80.53,88,100,5.28,overcast clouds
436,Pisco,PE,-13.7,-76.2167,63.01,88,90,4.61,overcast clouds
437,Kpandu,GH,6.9954,0.2931,84.09,58,85,2.95,light rain
438,Srednekolymsk,RU,67.45,153.6833,58.66,49,45,9.17,scattered clouds
439,Capinzal,BR,-27.3436,-51.6119,64.94,93,100,0.43,light rain
440,Auki,SB,-8.7676,160.7034,77.05,86,3,3.4,clear sky
441,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,41.59,100,90,2.3,light rain
442,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,43,0,19.57,clear sky
443,Bad Wildungen,DE,51.1196,9.1248,65.52,72,75,6.22,broken clouds
444,Tulsipur,NP,28.131,82.2973,83.07,38,20,4.88,few clouds
445,Marchena,ES,37.329,-5.4168,93.61,19,0,6.87,clear sky
446,Prainha,BR,-1.8,-53.48,88.2,54,30,5.12,scattered clouds
447,Opatija,HR,45.3392,14.3083,76.69,80,53,0.83,broken clouds
448,Umm Kaddadah,SD,13.6017,26.6876,99.66,10,23,10.83,few clouds
449,Luanda,AO,-8.8368,13.2343,80.6,74,20,9.22,few clouds
450,Tarakan,ID,3.3,117.6333,81.48,78,100,4.7,overcast clouds
451,Korla,CN,41.7597,86.1469,78.3,31,75,19.06,broken clouds
452,Igarka,RU,67.4667,86.5833,31.96,91,93,6.78,overcast clouds
453,Kupang,ID,-10.1667,123.5833,77.0,76,84,11.92,broken clouds
454,Tigzirt,DZ,36.8886,4.1198,70.86,75,32,5.84,scattered clouds
455,Monrovia,LR,6.3005,-10.7969,80.37,78,80,5.82,moderate rain
456,Tuchkovo,RU,55.6011,36.4681,65.71,89,95,5.08,overcast clouds
457,Pizhma,RU,57.8642,47.1171,66.63,68,25,4.47,scattered clouds
458,Westfield,US,42.1251,-72.7495,92.12,41,1,4.0,clear sky
459,Rivers,CA,50.0308,-100.2403,65.35,81,100,4.79,overcast clouds
460,Sayat,TM,38.7839,63.8803,98.47,12,5,11.54,clear sky
461,Mae Hong Son,TH,19.3003,97.9685,74.86,98,74,2.1,broken clouds
462,Shu,KZ,43.5983,73.7614,74.88,34,59,9.01,broken clouds
463,Worcester,US,42.3334,-71.8328,90.01,48,1,1.99,clear sky
464,Elat,IL,29.5581,34.9482,91.24,25,0,11.5,clear sky
465,Pozo Colorado,PY,-23.4923,-58.7972,80.51,45,71,5.06,broken clouds
466,Santa Maria,BR,-29.6842,-53.8069,59.7,95,100,8.05,moderate rain
467,Half Moon Bay,US,37.4636,-122.4286,68.11,69,90,1.01,haze
468,Togur,RU,58.3631,82.8265,56.21,95,100,4.09,light rain
469,Roshchino,RU,60.2519,29.6085,75.74,57,100,9.62,overcast clouds
470,Castelo Do Piaui,BR,-5.3222,-41.5525,94.57,30,9,5.48,clear sky
471,Altay,CN,47.8667,88.1167,54.0,39,2,4.43,clear sky
472,Lahaina,US,20.8783,-156.6825,74.95,81,1,9.04,clear sky
473,Marsa Matruh,EG,31.3525,27.2453,73.71,54,0,12.71,clear sky
474,Aquidauana,BR,-20.4711,-55.7872,93.16,24,52,8.43,broken clouds
475,Denpasar,ID,-8.65,115.2167,80.26,94,20,1.66,few clouds
476,Male,MV,4.1748,73.5089,83.3,75,69,14.29,broken clouds
477,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,87.89,59,65,4.72,broken clouds
478,Tazmalt,DZ,36.3868,4.3989,77.09,59,41,10.31,scattered clouds
479,Winnemucca,US,40.973,-117.7357,64.45,20,1,3.96,clear sky
480,Chicama,PE,-7.8447,-79.1469,66.74,67,72,9.69,broken clouds
481,Henties Bay,NA,-22.116,14.2845,73.31,38,0,5.44,clear sky
482,Wlodawa,PL,51.55,23.55,77.31,63,100,9.86,overcast clouds
483,Kavaratti,IN,10.5669,72.642,82.85,74,100,9.91,overcast clouds
484,Mapimi,MX,25.8167,-103.85,86.77,17,12,11.3,few clouds
485,Channelview,US,29.7761,-95.1146,88.14,77,75,7.63,broken clouds
486,Taoudenni,ML,22.6783,-3.9836,117.0,5,54,10.49,broken clouds
487,Asilah,MA,35.465,-6.0348,82.36,39,0,21.09,clear sky
488,Ihosy,MG,-22.4,46.1167,57.63,77,61,12.24,broken clouds
489,Abu Zabad,SD,12.35,29.25,84.74,44,93,17.47,overcast clouds
490,Qaqortoq,GL,60.7167,-46.0333,55.9,80,100,5.37,overcast clouds
491,Purificacion,CO,3.8587,-74.9313,84.38,64,66,2.1,broken clouds
492,Dessau,DE,51.8386,12.2456,79.52,71,74,3.0,broken clouds
493,Grand Baie,MU,-20.0182,57.5802,73.45,83,62,3.0,broken clouds
494,Sharkan,RU,57.2989,53.8712,63.36,63,2,5.7,clear sky
495,Seabra,BR,-12.4186,-41.7703,78.87,48,100,11.1,overcast clouds
496,Krasnoselkup,RU,65.7,82.4667,39.33,65,97,11.61,overcast clouds
497,Necochea,AR,-38.5473,-58.7368,57.04,53,40,4.38,scattered clouds
498,Saint-Louis,SN,16.3333,-15.0,113.61,8,6,13.38,clear sky
499,Opuwo,NA,-18.0607,13.84,74.59,22,0,9.66,clear sky
500,Chapais,CA,49.7834,-74.8492,71.2,42,43,7.25,scattered clouds
501,Maragogi,BR,-9.0122,-35.2225,80.85,73,28,9.51,scattered clouds
502,Berea,US,41.3662,-81.8543,85.69,52,20,8.05,few clouds
503,Charlestown,AU,-32.95,151.6667,53.69,77,2,1.99,clear sky
504,Lopatino,RU,52.6195,45.8118,62.04,87,66,6.33,broken clouds
505,Kidal,ML,18.4411,1.4078,109.35,9,12,12.55,few clouds
506,Khor,RU,47.8861,134.9464,51.01,93,64,6.49,broken clouds
507,Aranzazu,CO,5.2712,-75.4904,68.97,77,92,2.01,overcast clouds
508,Manaskent,RU,42.7275,47.6785,67.42,83,40,1.23,scattered clouds
509,Nemuro,JP,43.3236,145.575,51.57,90,93,8.79,overcast clouds
510,Savannah Bight,HN,16.45,-85.85,87.01,79,98,19.48,overcast clouds
511,Lata,PT,40.1629,-8.3327,83.05,39,0,10.51,clear sky
512,Ust-Nera,RU,64.5667,143.2,61.92,72,99,7.67,overcast clouds
513,Sokoni,TZ,-6.4333,39.55,78.17,70,10,20.62,clear sky
514,Mezen,RU,65.8522,44.24,42.93,53,5,11.32,clear sky
515,Mahibadhoo,MV,3.7833,72.9667,83.35,75,6,14.05,clear sky
516,Nahrin,AF,36.0649,69.1334,82.78,17,0,3.0,clear sky
517,Zhezkazgan,KZ,47.8043,67.7144,71.01,21,55,10.71,broken clouds
518,Udaipura,IN,23.0833,78.5,89.28,47,47,3.49,scattered clouds
519,Cap Malheureux,MU,-19.9842,57.6142,73.47,83,59,3.0,broken clouds
520,Salym,RU,60.0625,71.4789,53.24,88,96,5.21,overcast clouds
521,Eslov,SE,55.8393,13.3039,76.48,55,21,7.94,few clouds
522,Glassboro,US,39.7029,-75.1118,92.66,53,1,1.01,clear sky
523,Banjar,ID,-8.19,114.9675,80.46,90,56,4.18,broken clouds
524,The Valley,AI,18.217,-63.0578,83.82,74,99,20.74,overcast clouds
525,Djambala,CG,-2.5447,14.7533,77.86,63,80,3.67,broken clouds
526,Viedma,AR,-40.8135,-62.9967,53.01,39,100,10.25,overcast clouds
527,Svetlaya,RU,46.5389,138.3297,50.16,92,56,5.64,broken clouds
528,Talavera De La Reina,ES,39.9635,-4.8308,86.86,20,0,5.41,clear sky
529,Blagoyevo,RU,63.3667,47.9167,61.84,46,75,6.8,broken clouds
530,North Bend,US,43.4065,-124.2243,52.16,84,75,0.0,broken clouds
531,Margate,GB,51.3813,1.3862,73.18,81,38,7.45,scattered clouds
532,Lagoa,PT,39.05,-27.9833,64.44,88,99,14.61,overcast clouds
533,Walvis Bay,NA,-22.9575,14.5053,73.87,36,1,4.43,clear sky
534,Jiuquan,CN,39.7432,98.5174,66.15,19,85,5.41,light rain
535,Shache,CN,38.4167,77.2406,85.53,16,54,7.67,broken clouds
536,Choya,RU,52.0108,86.5467,52.5,91,88,4.16,overcast clouds
537,Hay River,CA,60.8156,-115.7999,43.61,64,59,10.0,broken clouds
538,Wijchen,NL,51.8,5.7167,72.09,55,90,1.99,overcast clouds
539,Buraydah,SA,26.326,43.975,103.53,7,2,10.49,clear sky
540,Santa Cruz,BO,-17.8,-63.1667,74.3,74,97,1.68,overcast clouds
541,Awbari,LY,26.5921,12.7805,99.05,8,38,13.6,scattered clouds
542,Brusyliv,UA,50.2845,29.5263,71.71,70,75,5.66,broken clouds
543,General Jose Eduvigis Diaz,PY,-27.1667,-58.4167,68.04,93,100,9.01,overcast clouds
544,Ratekau,DE,53.95,10.7333,70.47,77,0,3.09,clear sky
545,Lundazi,ZM,-12.2929,33.1782,63.37,57,88,8.84,overcast clouds
546,Lincoln,US,40.8,-96.667,81.54,69,75,5.01,broken clouds
547,Shiyan,CN,32.6475,110.7781,77.83,65,99,2.71,light rain
548,Maumere,ID,-8.6199,122.2111,78.03,81,84,3.76,broken clouds
549,San Jose,US,37.3394,-121.895,69.03,67,20,7.0,few clouds
550,Launceston,AU,-41.45,147.1667,55.8,97,90,4.0,overcast clouds
551,Kiunga,PG,-6.1219,141.2906,73.04,99,97,1.14,overcast clouds
552,Sulecin,PL,52.4443,15.1168,80.31,50,98,3.74,overcast clouds
553,Brewster,US,41.3973,-73.6171,92.95,48,1,1.99,clear sky
554,Makhinjauri,GE,41.6739,41.694,60.66,88,75,1.66,broken clouds
555,Rafai,CF,4.95,23.9167,78.87,68,90,2.98,overcast clouds
556,Serenje,ZM,-13.2325,30.2352,61.65,51,93,7.45,overcast clouds
557,Beloha,MG,-25.1667,45.05,63.86,67,81,15.46,broken clouds
558,Sardinia,GR,38.8833,21.2,83.21,44,42,5.23,scattered clouds
559,Moose Factory,CA,51.2585,-80.6094,71.65,43,29,7.7,scattered clouds
560,Tutoia,BR,-2.7619,-42.2744,87.78,55,23,2.44,few clouds
561,Sesheke,ZM,-17.4759,24.2968,64.27,37,99,6.11,overcast clouds
562,Pioner,RU,55.3166,85.9508,56.64,94,40,9.37,scattered clouds
563,Aste,IT,45.7906,11.0961,69.15,86,68,3.18,moderate rain
564,Loreto,MX,22.2667,-101.9667,73.78,34,44,3.33,scattered clouds
565,Wick,GB,58.4333,-3.0833,56.95,76,75,5.75,broken clouds
566,Havoysund,NO,70.9963,24.6622,47.28,65,4,3.76,clear sky
567,Atherton,GB,53.5237,-2.4935,70.75,58,81,8.5,broken clouds
568,Morant Bay,JM,17.8815,-76.4093,88.63,70,45,15.26,scattered clouds
569,Mecca,SA,21.4267,39.8261,92.91,41,10,8.68,clear sky
570,Japura,ID,-0.3167,102.35,76.98,86,86,1.03,overcast clouds
571,Minsk Mazowiecki,PL,52.1794,21.5725,76.42,50,70,7.11,broken clouds
572,Veinticinco De Mayo,AR,-35.4323,-60.1727,57.06,62,94,5.01,overcast clouds
573,Nea Stira,GR,38.1833,24.2,83.98,50,13,9.31,few clouds
574,Mount Gambier,AU,-37.8333,140.7667,56.73,68,100,13.42,overcast clouds
575,Ileza,RU,61.0533,43.9002,63.01,74,52,4.88,broken clouds
576,Kumluca,TR,36.3703,30.2869,75.04,54,0,7.18,clear sky
577,Mathathane,BW,-22.2687,28.7495,62.06,51,45,15.66,scattered clouds
578,Gimli,CA,50.6336,-96.9907,74.05,70,59,10.27,broken clouds
579,Garachine,PA,8.0647,-78.3628,82.87,76,84,2.1,broken clouds
580,Praia Da Vitoria,PT,38.7333,-27.0667,70.75,83,99,2.68,overcast clouds
581,Suluq,LY,31.6682,20.2521,82.96,26,3,19.46,clear sky
582,Myitkyina,MM,25.3833,97.4,74.95,96,18,0.92,few clouds
583,Foundiougne,SN,14.1333,-16.4667,91.74,36,0,15.17,clear sky
584,Empalme,MX,27.9667,-110.8167,91.45,40,20,1.81,few clouds
585,Visnes,NO,59.3556,5.2242,61.18,82,0,10.36,clear sky
586,Mahanoro,MG,-19.9,48.8,68.56,85,59,11.79,light rain
587,Newtownards,GB,54.5924,-5.6909,63.27,76,75,1.99,broken clouds
588,Vidim,RU,56.4088,103.1106,42.33,80,31,2.44,scattered clouds
589,Hope,US,33.6671,-93.5916,78.85,64,98,5.59,overcast clouds
590,Lazaro Cardenas,MX,17.9583,-102.2,88.12,54,56,4.68,broken clouds
591,Moa,CU,20.6569,-74.9403,81.7,78,54,17.02,broken clouds
592,Calera,US,33.1029,-86.7536,73.24,97,90,1.01,overcast clouds
593,Rawson,AR,-43.3002,-65.1023,51.57,44,82,20.8,broken clouds
594,Nsanje,MW,-16.92,35.262,66.22,74,98,2.82,overcast clouds
595,Ouro Branco,BR,-20.5208,-43.6919,76.05,47,79,1.1,broken clouds
596,Orapa,BW,-21.2833,25.3667,59.67,40,0,8.37,clear sky
597,Vangaindrano,MG,-23.35,47.6,66.58,87,69,11.72,moderate rain
598,Bafq,IR,31.6128,55.4107,99.57,6,0,4.03,clear sky
599,Tumpat,MY,6.1978,102.171,79.2,86,100,6.2,overcast clouds
600,Tokmak,UA,47.2514,35.7058,61.47,81,89,9.82,overcast clouds
601,Kologriv,RU,58.8275,44.3178,70.43,56,11,3.53,few clouds
602,Benghazi,LY,32.1167,20.0667,75.02,57,7,13.8,clear sky
603,Lyuban,BY,52.7985,28.0048,65.01,72,86,7.99,overcast clouds
604,Orlik,RU,52.5178,99.825,38.43,77,61,4.92,broken clouds
605,Guatire,VE,10.4762,-66.5427,79.3,80,100,3.22,overcast clouds
606,Parsabad,IR,39.6482,47.9174,70.12,68,40,19.57,scattered clouds
607,Dalton,US,34.7698,-84.9702,79.29,92,75,1.99,drizzle
608,Binzhou,CN,37.3667,118.0167,78.8,39,99,12.48,light rain
609,Fairbanks,US,64.8378,-147.7164,57.16,66,1,0.0,clear sky
610,Wana,PK,32.2989,69.5725,85.55,34,0,4.68,clear sky
611,Padang,ID,-0.9492,100.3543,77.2,83,87,4.32,overcast clouds
612,Poum,NC,-20.2333,164.0167,72.54,60,93,18.72,overcast clouds
613,Shimanovsk,RU,52.0,127.7,54.81,55,29,7.36,scattered clouds
614,Olga,RU,43.7444,135.2892,52.39,93,0,6.2,clear sky
615,Port Hedland,AU,-20.3167,118.5667,71.65,64,40,5.75,scattered clouds
616,Suntar,RU,62.1444,117.6319,49.08,80,100,5.46,overcast clouds
617,Asbe Teferi,ET,9.0833,40.8667,65.16,74,60,8.39,light rain
618,Doha,QA,25.2867,51.5333,91.38,84,0,5.75,haze
619,Sanjwal,PK,33.7608,72.4336,95.94,25,0,3.09,clear sky
620,Hovd,MN,48.0056,91.6419,50.05,35,12,7.16,few clouds
621,Krasnyy Chikoy,RU,50.3643,108.7512,45.12,95,100,4.99,overcast clouds
622,Thunder Bay,CA,48.4001,-89.3168,81.99,99,100,5.91,overcast clouds
623,Lasa,IT,46.6166,10.7002,69.71,82,99,4.72,overcast clouds
624,Methven,NZ,-43.6333,171.65,44.46,100,100,2.86,light rain
625,Cartagena,CO,10.3997,-75.5144,86.13,69,100,8.97,overcast clouds
626,Prado,BR,-17.3411,-39.2208,80.17,63,16,8.5,few clouds
627,Jaque,PA,7.5175,-78.1703,82.31,79,51,3.78,light rain
628,Narsaq,GL,60.9167,-46.05,55.62,67,100,4.72,overcast clouds
629,Lichuan,CN,30.3,108.85,63.12,69,98,2.04,light rain
630,Aykhal,RU,66.0,111.5,39.56,87,100,17.9,light rain
631,Sitka,US,57.0531,-135.33,49.89,81,90,3.44,overcast clouds
632,Barth,DE,54.3635,12.7249,75.63,68,18,8.08,few clouds
633,Fuzhou,CN,26.0614,119.3061,71.49,85,1,2.71,clear sky
634,Revelstoke,CA,50.9832,-118.2023,50.02,76,90,5.75,overcast clouds
635,Gola Gokarannath,IN,28.0833,80.4667,95.45,25,30,6.33,scattered clouds
636,Chapleau,CA,47.8405,-83.4034,82.6,54,58,9.84,broken clouds
637,Le Port,RE,-20.9373,55.2919,73.4,80,67,6.58,broken clouds
638,Ngawen,ID,-7.0032,111.3129,76.55,87,33,4.79,light rain
639,Pereyaslovskaya,RU,45.8412,39.0238,63.79,77,65,8.39,broken clouds
640,Haines Junction,CA,60.7522,-137.5108,48.36,78,80,4.54,broken clouds
641,Kharp,RU,66.8014,65.8081,40.89,53,58,9.24,broken clouds
642,Gamboma,CG,-1.8764,15.8644,83.97,60,40,4.29,scattered clouds
643,Bani,DO,18.2833,-70.3333,87.75,52,28,16.22,scattered clouds
644,Mankono,CI,8.0586,-6.1897,96.13,34,73,10.31,broken clouds
645,Leningradskiy,RU,69.3833,178.4167,33.28,91,92,11.21,overcast clouds
646,Ilo,PE,-17.6394,-71.3375,67.17,70,72,9.17,broken clouds
647,Rudnya,RU,54.947,31.0934,73.53,80,12,6.08,few clouds
648,Corning,US,42.1428,-77.0547,86.05,52,75,9.4,broken clouds
649,North Platte,US,41.1239,-100.7654,81.0,62,1,7.0,clear sky
650,Mwense,ZM,-10.3845,28.698,70.95,50,96,6.08,overcast clouds
651,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.1,71,21,9.42,few clouds
652,Nuevo Imperial,PE,-13.0754,-76.3172,67.78,69,37,3.69,scattered clouds
653,Ghanzi,BW,-21.5667,21.7833,58.23,38,0,9.24,clear sky
654,Fuerte Olimpo,PY,-21.0415,-57.8738,91.54,30,92,8.03,moderate rain
655,Simbahan,PH,6.3032,120.5836,83.46,71,80,3.38,broken clouds
656,Manicore,BR,-5.8092,-61.3003,92.48,46,98,3.11,overcast clouds
657,Selenginsk,RU,52.0064,106.8647,48.61,96,100,4.97,overcast clouds
658,Golyshmanovo,RU,56.3979,68.3728,60.01,63,2,9.1,clear sky
659,Sile,TR,41.1754,29.6133,77.67,45,5,1.99,clear sky
660,Jesus Maria,AR,-30.9815,-64.0942,62.78,45,37,8.81,scattered clouds
661,Genhe,CN,50.7833,121.5167,49.51,56,1,3.2,clear sky
662,Nekhayevskiy,RU,50.4106,41.7561,65.1,80,64,5.46,broken clouds
663,Karlskrona,SE,56.1616,15.5866,77.45,54,27,9.33,scattered clouds
664,Careiro Da Varzea,BR,-3.2003,-59.8119,90.23,52,19,4.29,few clouds
665,Zhenlai,CN,45.8495,123.2973,61.79,52,8,7.02,clear sky
666,Dingle,PH,10.9995,122.6711,77.05,84,100,2.57,light rain
667,Te Anau,NZ,-45.4167,167.7167,36.48,93,22,1.28,few clouds
668,Qandala,SO,11.472,49.8728,91.29,51,13,2.3,few clouds
